Formation_energy,ICSD_id,of_Atoms,Volume,Stability
-1.062248183,98506,5,107.31,0
-0.635200191,409867,5,110.74,0
-1.438712067,100791,5,168.035,0
-2.569088497,31461,5,157.269,0
-0.628279911,168863,5,105.407,0
-0.445994423,174268,5,86.132,0
-0.63947755,44154,5,78.8453,0
-0.3734088,77387,5,73.3293,0
-0.551169226,77388,5,71.932,0
-0.285976832,77393,5,75.7782,0
-0.782620414,629884,5,86.1449,0
-0.799957991,44211,5,74.2015,0
-0.265295971,77391,5,68.2337,0
-0.843683881,604624,5,90.6923,0
-0.673795188,161866,5,91.073,0
-0.811355044,77397,5,92.9855,0
-0.861081002,97370,5,84.0551,0
-0.733341955,631577,5,88.4155,0
-0.443808707,77386,5,74.7947,0
-0.499109413,77389,5,73.2571,0
-1.544237977,100790,5,139.276,0
-0.802287445,621428,5,91.2365,0
-0.115031253,422859,5,57.1671,0
-1.327054381,62558,5,186.17,0
-1.659212051,100789,5,117.79,0
-0.846912602,79086,5,145.455,0
-0.776503528,44310,5,75.0069,0
-0.670838905,161868,5,101.166,0
-0.682324342,77235,5,94.9752,0
-0.693891082,58673,5,138.021,0
-1.573465848,62557,5,163.142,0
-0.484257447,56396,5,115.175,0
-0.532797521,59908,5,94.3133,0
-0.453212948,99085,5,72.0557,0
-0.679169762,56405,5,117.297,0
-0.687478278,56407,5,107.444,0
-0.650149783,56406,5,116.609,0
-0.54363066,56410,5,118.57,0
-0.526200582,56404,5,109.239,0
-0.346711765,56403,5,129.09,0
-0.564715202,56411,5,112.686,0
-0.712702886,57581,5,131.563,0
-0.609552129,621741,5,91.824,0
-0.793125079,621955,5,90.4734,0
-0.745296651,409869,5,101.198,0
-0.671368877,631294,5,99.4931,0
-0.711674263,631309,5,99.0319,0
-0.245663577,76070,5,53.9409,0
-0.53027304,58662,5,130.839,0
-1.046989435,98504,5,111.073,0
-0.492288803,87092,5,95.1705,0
-0.521938369,174264,5,108.68,0
-0.564944459,174265,5,108.159,0
-0.728808926,58677,5,136.61,0
-0.492398658,105366,5,125.424,0
-0.508229178,56400,5,119.414,0
-0.293164367,56402,5,143.715,0
-1.653460641,415804,5,122.725,0
-0.430979322,56409,5,143.478,0
-0.932790604,33663,5,81.1973,0
-1.018715914,98503,5,115.438,0
-0.615711081,600943,5,92.4007,0
-0.852438394,98495,5,141.086,0
-0.798115083,62929,30,711.073,0
-0.572131448,62930,30,822.881,0
-0.519944707,68091,15,210.811,0
-2.196564135,92330,20,209.609,0
-0.311375409,403097,20,521.193,0
-1.477232103,1343,10,361.746,0
-1.448472904,2782,10,337.948,0
-2.467319615,15988,10,100.333,0
-1.544416094,12149,10,318.193,0
-1.933853333,28556,10,102.029,0
-1.660359509,16083,10,237.855,0
-3.146347227,28528,10,127.823,0
-1.596229537,31853,10,95.1922,0
-1.239601171,61009,10,197.363,0
-0.600860071,60645,10,186.443,0
-1.311502926,66067,10,285.974,0
-1.941582981,25524,10,113.068,0
-2.300024174,75254,10,105.035,0
-0.828365831,59269,10,427.034,0
-0.552251714,68001,10,113.462,0
-1.553628394,61067,10,88.4654,0
-0.64122606,65932,10,113.709,0
-2.764887139,93438,10,211.083,0
-2.737433176,28294,10,106.407,0
-0.841443112,78365,10,382.963,0
-0.501793655,84002,10,324.795,0
-0.581766426,60646,10,182.369,0
-1.544800776,77329,10,174.039,0
-0.678446336,87826,10,169.002,0
-0.456058542,158976,10,191.769,0
-2.070899295,151895,10,166.898,0
-0.859266839,152054,10,335.793,0
-1.093928718,170696,10,347.455,0
-0.784633471,170791,10,417.431,0
-0.683698402,171189,10,160.997,0
-1.726084487,82242,10,143.324,0
-0.598689111,160384,10,192.141,0
-1.884513431,249620,10,263.773,0
-0.56728687,164891,10,194.017,0
-1.185961532,411230,10,158.354,0
-1.879734482,249621,10,261.322,0
-0.727721843,154047,10,204.702,0
-0.499254713,164894,10,190.985,0
-1.941993096,164774,10,111.301,0
-0.739547828,618621,10,112.868,0
-2.25155922,621478,10,235.405,0
-1.008352663,26453,10,412.451,0
-1.21779938,418088,10,324.801,0
-1.381304371,87262,10,436.689,0
