Band-gap,Formation_energy,ICSD_id,Name,of_Atoms,Prototype,Spacegroup,Stability,Volume
0,-2.825164171,2752,BaTbO3,10,NdAlO3,R-3c,0.135705374,167.638
0,-2.324613752,21110,KCuF3,10,NaNbO3(tP10),P4/mbm,0.007183964,124.632
1.421,-2.816942144,246921,KMnF3,10,Cr3AsN,I4/mcm,0.003517015,140.582
2.405,-1.933475897,1892,PaBr3O,10,,C2/m,0.070323707,314.465
0.562,-0.178938221,62379,CrSiTe3,10,FePSe3,R3,0.00066868,291.916
3.258,-1.381304371,87262,CsMgI3,10,BaNiO3,P63/mmc,0,436.689
1.292,-0.267558852,75001,AlSiTe3,10,,P-3,0,311.561
0,-1.284606374,72343,KTmI3,10,KTmI3,Cmcm,0.165812018,383.263
0.73,-1.271399216,37453,CsAuCl3,10,Cs2Au2Cl6,Immm,0.001019799,308.129
3.118,-0.108767008,173446,CsBeH3,10,KClO3,P21/m,0,202.206
0,-1.64176828,99668,YbNdSe3,10,ScUS3,Cmcm,0.181501099,275.098
0,-1.691753987,99665,LaYbSe3,10,ScUS3,Cmcm,0.21047674,281.634
3.838,-2.663729491,163867,NaCdF3,10,LiNbO3,R3c,0.002745853,135.324
0,-1.96931708,99664,LaYbS3,10,ScUS3,Cmcm,0.230501459,249.025
0,-1.64210789,99667,YbPrSe3,10,ScUS3,Cmcm,0.185051781,277.44
0,-1.969199547,35440,LaYbS3,10,NdYbS3,C2221,0.230618992,248.921
0,-2.772410752,88591,BaCeO3,10,BaPbO3,Imma,0.161212774,185.883
0,-1.640962832,99666,YbCeSe3,10,ScUS3,Cmcm,0.188383341,281.22
0,-0.46239451,164892,CeVGe3,10,BaNiO3,Cmcm,0.036285875,211.803
0,-2.739940639,172846,KCrF3,10,,C2/m,0.073196299,135.51
1.265,-2.374598138,410394,CsNiF3,10,BaNiO3,P63/mmc,0.001854825,159.208
0.562,-0.179606901,71020,CrSiTe3,10,FePSe3,R-3,0,295.596
1.11,-2.493168519,246516,TiFeO3,10,CaIrO3,Cmcm,0.109352207,97.539
4.29,-3.646860089,164621,SrHfO3,10,Cr3AsN,I4/mcm,0.006125609,136.074
0.396,-2.164891874,200088,LaTlO3,10,,P63mc,0.160003916,151.213
0,-1.814474235,300285,CsDyBr3,10,NaNbO3(tP10),P4/mbm,0.115515893,356.103
0,-2.805417378,163753,BaPrO3,10,BaPbO3,Imma,0.158497882,182.292
0.523,-1.440182509,201833,CsVBr3,10,BaNiO3,P63/mmc,0,323.398
1.854,-0.675233009,416749,MnClO3,10,,Cmc21,0.473441612,160.491
0.858,-0.23765233,411344,TlBSe3,10,,Cc,0.008580814,256.852
1.388,-0.522683321,408505,GePdS3,10,Dy3Ni2,C2/m,0,227.448
0,-0.470968483,602477,CeSb3Pd,10,,P4/nmm,0.237519792,268.614
1.228,-0.714431986,408148,CsSnSe3,10,Cs2Sn2S6,P-1,0.001154696,364.027
0,-2.740719154,172844,KCrF3,10,KCuF3(tI20),I4/mcm,0.072417784,135.704
3.119,-1.245452162,2865,NaNO3,10,CaCO3(hR10),R-3c,0,114.14
0,-2.821622084,59596,BaTbO3,10,Cr3AsN,I4/mcm,0.139247461,167.363
2.133,-0.662057523,642731,MgPSe3,10,MnPSe3,R-3,0,258.807
1.249,-0.365736305,620237,CdPSe3,10,MnPSe3,R-3,0,262.615
4.494,-0.266052648,159173,LiMgH3,10,LiNbO3,R3c,0.008428246,88.3007
0,-1.896787138,622073,YbCeS3,10,,C2221,0.225992022,248.489
0.61,-0.216389868,657680,InSiTe3,10,,P-3,0,331.503
0,-2.765849446,79627,BaCeO3,10,NdAlO3,R-3c,0.16777408,186.122
0,-2.800208199,163754,BaPrO3,10,NdAlO3,R-3c,0.163707061,182.602
1.463,-2.253640308,15092,CsNiF3,10,BaNiO3,Cmcm,0.122812655,225.468
7.848,-3.440158588,156157,NaMgF3,10,KTmI3,Cmcm,0.07183579,98.8839
0,-0.391714414,158979,NdCrGe3,10,BaNiO3,P21/m,0.042832848,190.712
0.561,-0.160342695,79268,CrGeTe3,10,FePSe3,P-1,0.001806714,294.803
5.249,-2.818837135,172737,MgSiO3,10,CaIrO3,Cmcm,0.258296827,80.6352
1.753,-0.906016977,73008,CsSnS3,10,Cs2Sn2S6,P-1,0,326.373
0,-0.818229508,44237,ErBRh3,5,CaTiO3,Pm-3m,0,73.528
0,-0.165981884,43853,AlFe3C,5,CaTiO3,Pm-3m,0,52.7677
1.035,-1.686605153,28082,CsSnCl3,5,CaTiO3,Pm-3m,0.00292277,174.723
3.185,-0.393759575,88051,CsCaH3,5,CaTiO3,Pm-3m,0.012196093,94.3768
1.748,-2.666317616,28588,NaNbO3,5,CaTiO3,Pm-3m,0.039238952,62.6484
0,-1.666699748,402087,Ca3GeO,5,CaTiO3,Pm-3m,0.002549,104.505
0,-0.641863584,44233,ErBPd3,5,CaTiO3,Pm-3m,0.14412003,79.4524
0,-0.327674251,76774,CeRh3C,5,CaTiO3,Pm-3m,0.033283845,77.4309
3.064,-1.27676622,384,KNO3,5,KNO3(R3m),R3m,0.003272023,69.4478
0,-0.466926727,68092,NaBPt3,10,,P6/mmm,0,151.29
0,-2.339485528,181782,CaMnO3,5,CaTiO3,Pm-3m,0.104068688,52.9591
1.751,-2.667172932,28564,NaNbO3,5,NaNbO3(mP5),Cmmm,0.038383636,62.7795
0,1.588449891,77032,Ho3InC,5,CaTiO3,Pm-3m,1.956682026,170.905
0,1.595427135,76819,Er3InC,5,CaTiO3,Pm-3m,1.943129806,168.687
0,-1.386854688,76050,NdGaO3,5,CaTiO3,Pm-3m,1.50565222,86.3871
0,-0.711282109,160385,PrGe3Rh,5,BaNiSn3,I4mm,0,99.5269
0,-1.347209012,76049,PrGaO3,5,CaTiO3,Pm-3m,1.52764058,87.9528
0,1.389308143,77302,Pr3SnC,5,CaTiO3,Pm-3m,1.821041557,200.894
0,-0.768770539,161872,LaGe3Rh,5,BaNiSn3,I4mm,0,100.547
5.913,-3.343473623,156158,NaMgF3,10,Na2PtS2,P1,0.168520755,106.176
0,-0.727638313,161873,LaGe3Ir,5,BaNiSn3,I4mm,0,101.225
0,0.538812364,106352,Ca3SbN,5,CaTiO3,Pm-3m,1.489281871,189.072
0,-0.339880906,87399,Mn3GaN,5,CaTiO3,Pm-3m,0,53.8239
0,-1.169493416,98499,Sc3InN,5,CaTiO3,Pm-3m,0,88.5928
0,1.554260004,77039,Pr3InC,5,CaTiO3,Pm-3m,1.823785854,197.224
0,-0.113322505,23586,Mn3GaC,5,CaTiO3,Pmmm,0.009744825,55.42
0,1.179798888,76812,Dy3GaC,5,CaTiO3,Pm-3m,1.601544083,148.058
0,1.324288229,77049,La3SnC,5,CaTiO3,Pm-3m,1.790379061,210.443
3.749,-1.24444213,41199,LiIO3,20,LiIO3(oP20),Pna21,0.001889971,279.498
3.347,-2.367058417,2899,LiVO3,20,NaKV2O6,C2/c,0.005707933,229.048
2.52,-1.95496406,24051,LiSbO3,20,LiSbO3,Pnna,0,215.938
3.215,-1.781715715,16617,LiAsO3,20,,C2/c,0.042420279,230.016
2.463,-0.881474245,202642,LiGaI3,20,LiGaBr3,P21/m,0,703.611
2.823,-0.233933923,162260,CsMgH3,15,BaRuO3,R-3m,0.004047403,240.775
2.37,-0.484671084,168713,LiCaH3,30,NdAlO3,R-3c,0.021686949,275.719
2.59,-2.704670432,169694,LiNbO3,30,NdAlO3,R-3c,0.032762744,322.119
3.146,-2.361976676,23477,LiVO3,20,NaVO3(Cc),Cc,0.010789674,225.32
0,-0.918312706,98497,Sm3InN,5,CaTiO3,P4/mmm,0,133.769
0.775,-1.482067048,82277,LiBiO3,40,,Pccn,0,466.598
0.77,-2.344302267,,PrCoO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.094475896,53.5993
0,-2.379886189,,MgAlO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.48033484,48.0852
0,-0.85204443,,MgAsO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.293580593,54.6223
0,-1.545891371,,MgBO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.046033374,36.5884
0,-1.631001449,,MgBeO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.75254099,40.3409
0,-1.12421593,,MgTeO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.906846297,55.4145
0,-1.167961157,,MgAlO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.692259873,51.9971
0,-1.460201792,,MgAsO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.685423231,55.51
0,-0.860730729,,LiMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.033080245,44.6247
0,-0.642943483,,MgCdO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.050011219,66.5098
0,-0.20830705,,NaMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.596762094,61.98
0,-1.127195978,,NaMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.677873166,59.5623
0,-1.032715572,,MgTlO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.623698313,59.2134
1.143,-1.725223049,,MgSnO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.637778213,63.8105
0,-0.945726846,,MgGaO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.321627976,54.6386
0,-0.734116938,,MgHgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.647068129,59.3417
0,-0.490843263,,MgAgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.832144799,62.4679
0,-1.027726055,,LiMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.866084919,56.8323
0,-1.477789912,,MgSbO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.74236303,66.693
0,-1.062227177,,MgZnO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.794393046,53.8296
0,-2.047397475,,CaMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.499034273,58.2679
0,-1.387795833,,YbMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.317682423,68.6656
0,-0.534689405,,MgPdO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.022307263,54.4916
0,-1.684859158,,MgTiO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.503339895,50.0868
0,-0.737131497,,BaMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.712462414,95.2649
0.718,-2.360176895,,MgZrO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.998128386,50.8484
1.009,-2.878219124,,HfMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.608472782,66.1352
0,-1.102022483,,MgNiO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.61439823,48.8567
0,-2.590621752,,HoMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.55954541,54.7303
0,-2.610227207,,DyMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.531324478,55.0769
0,-0.433720617,,MgAuO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.894705835,56.9805
0,-1.016854941,,MgIrO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.801367244,59.2176
0,-0.804599613,,MgPtO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.818436902,60.8298
0,-1.045190821,,MgMoO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.476001278,51.2222
0,-0.858943073,,MgWO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.696068037,50.3063
0,-1.073845387,,MgCdO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.619109315,57.7725
0,-2.506330034,,LuMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.662274314,53.6515
0,-2.723061993,,CeMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.252929492,59.3587
0,-1.936987515,,MgCrO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.564671175,51.9277
1.692,-2.700662026,,MgTiO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.487537027,55.9087
1.042,-2.321288644,,HfMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.165403262,49.923
0,-2.163945879,,YbMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.541532377,56.0993
0,-1.924122635,,MgMoO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.597069464,59.8611
0,-1.967966077,,GdMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.116134917,79.8897
0,-1.067113883,,MgRhO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.735671353,58.1987
0,-1.144199948,,KMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.683355432,64.1514
0,-1.59402053,,MgGaO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.673334291,54.1488
0,0.050669105,,CsMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.871515292,87.5907
2.722,-2.606900334,,MgSiO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.470233628,42.8189
0,-2.571666005,,ErMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.586784869,54.454
0,-1.598241932,,MgTcO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.600569437,58.0861
0,-0.518833744,,MgCuO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.010838527,55.5339
0,-2.497200974,,TbMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.50333403,55.3886
0,-1.513390823,,MgTaO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.483090405,49.2817
0,-1.323800499,,MgSnO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.039200763,56.2233
0,-1.025956761,,CsMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.794889426,71.0472
0,-1.409554066,,MgVO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.327672479,52.8128
0,-2.125486609,,SrMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.375595727,61.8942
0,-1.951260689,,MgWO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.603750421,60.4075
0,-1.303788425,,MgPbO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.547282173,60.7017
0,-1.501532718,,MgBiO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.456177151,59.0179
1.576,-1.882176282,,MgGeO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.521739558,50.1787
0,-0.975572288,,MgCuO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.554099983,49.5106
0,-0.798022999,,MgPdO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.758973669,59.1414
0,-0.93596419,,MgGeO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.46795165,57.2823
0,-1.178431808,,MgTeO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.852630419,71.5766
0,-1.186743225,,MgInO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.923068723,67.5775
0,-1.873744466,,TbMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.126790538,78.487
0,-0.517109579,,MgRuO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.422353031,52.8411
0,-1.597156507,,MgFeO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.459445181,51.177
0,0.337505571,,MgBO3,5,CubicPerovskite_SrFeO3,Pm-3m,2.929430316,55.242
0,-1.307979756,,MgSbO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.912173186,57.0011
0,-2.103608701,,ErMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.054842173,74.9649
0,-0.242647149,,MgOsO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.67042048,50.5804
0,-0.863890245,,SrMgO3,5,CubicPerovskite_SrFeO3,Pm-3m,1.637192091,83.5249
0,-0.386336704,,MgHgO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.994848363,69.182
0,-2.380732779,,MgPaO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.716557889,83.7066
0,-0.507275565,,MgAuO3,5,CubicPerovskite_SrFeO3,Pm-3m,0.821150887,64.1624
