Band-gap,Formation_energy,ICSD_id,Name,of_Atoms,Prototype,Spacegroup,Stability,Volume
0,-2.669699259,29109,BaCeO3,5,CaTiO3,P4/mmm,0.263924267,94.6376
0.713,-0.190261988,26450,Ag3SI,5,Ag3SI(R3),R3,0.05203825,121.156
0,-0.712702886,57581,Ce3AlN,5,CaTiO3,Pm-3m,0,131.563
0,1.651043821,76822,Er3PbC,5,CaTiO3,Pm-3m,2.0730729,177.384
0,-0.00847689,56401,Yb3InC,5,CaTiO3,Pm-3m,0.278235977,129.153
0,1.385407437,76776,Ce3SnC,5,CaTiO3,Pm-3m,1.801572588,206.721
2.087,-1.572445762,23121,CsGeCl3,5,,R3,0.001020086,161.901
0,-0.191581791,57528,Nd3AlC,5,CaTiO3,Pm-3m,0.023099172,131.699
0,-0.609552129,621741,CeSi3Os,5,,I4mm,0,91.824
0,0.243104783,77040,InPt3C,5,CaTiO3,Pm-3m,0.539534354,77.0533
0,-0.793125079,621955,CeSi3Rh,5,BaNiSn3,I4mm,0,90.4734
0,-1.329062466,76048,CeGaO3,5,CaTiO3,Pm-3m,1.524070511,90.1051
0,-0.489732622,33667,TiCdO3,5,CaTiO3,Pm-3m,1.991496361,65.1951
0,-0.745296651,409869,EuGe3Pt,5,BaNiSn3,I4mm,0,101.198
0,-0.57167539,42928,Ti3InC,5,CaTiO3,Pm-3m,0.000151274,76.1665
0,-0.671368877,631294,EuGe3Ir,5,,I4mm,0,99.4931
0,-0.711674263,631309,EuGe3Rh,5,BaNiSn3,I4mm,0,99.0319
0,-1.722262313,160196,CrPbO3,5,CaTiO3,P4/mmm,0.149252009,58.3902
0,0.343655044,617925,GaPt3C,5,,P4/mmm,0.706399205,74.0753
0,-0.037065497,77153,Mn3SnC,5,CaTiO3,P4/mmm,0.03918611,58.7798
0,-1.486752409,76047,LaGaO3,5,CaTiO3,Pm-3m,1.447934356,85.2022
0,0.747511538,106353,Ca3SnN,5,CaTiO3,Pm-3m,1.625228459,194.562
0,1.39368444,77227,Nd3SnC,5,CaTiO3,Pm-3m,1.839577672,195.923
0,1.594737593,77228,Nd3TlC,5,CaTiO3,Pm-3m,1.818629894,196.799
0,0.908138937,103821,Nd3GaN,5,CaTiO3,Pm-3m,1.742514053,164.852
0,-0.245663577,76070,Mn3ZnN,5,CaTiO3,Pm-3m,0,53.9409
0,0.382531911,77234,Pt3PbC,5,CaTiO3,Pm-3m,0.455299653,82.0305
0,-0.639924378,98498,Tb3InN,5,CaTiO3,Pm-3m,0.007157442,113.014
0,-0.53027304,58662,BaNiSn3,5,BaNiSn3,I4mm,0,130.839
1.001,-2.059652257,152276,VPbO3,5,PbTiO3,P4mm,0.023054023,67.6788
0,-1.046989435,98504,Dy3InN,5,CaTiO3,Pm-3m,0,111.073
0,-0.492288803,87092,CeFeGe3,5,BaNiSn3,I4mm,0,95.1705
0,-0.521938369,174264,BaGe3Ir,5,BaNiSn3,I4mm,0,108.68
0,-0.564944459,174265,BaGe3Rh,5,BaNiSn3,I4mm,0,108.159
0,-0.204061001,76062,Mn3SnN,5,CaTiO3,Pm-3m,0.036359986,58.1121
0,1.591210269,77303,Pr3TlC,5,CaTiO3,Pm-3m,1.813218309,201.547
0,-0.728808926,58677,BaSn3Pt,5,BaNiSn3,I4mm,0,136.61
1.27,-1.534124988,168320,FeBiO3,5,Pb2FeNbO6,Cm,0.034939948,65.5143
2.041,-2.694217513,14363,KNbO3,5,,Amm2,0.002668034,65.7476
0,-1.000745413,6179,CuCO3,5,,Cm,0.256023056,49.2319
0,-0.492398658,105366,SrNiSn3,5,BaNiSn3,I4mm,0,125.424
0,1.403305281,77402,Sm3SnC,5,CaTiO3,Pm-3m,1.87131342,188.094
0,1.821748178,77403,Tb3SnC,5,CaTiO3,Pm-3m,2.015154168,178.073
0,1.489175397,77404,Tm3SnC,5,CaTiO3,Pm-3m,1.9834924,168.225
0,-0.186095932,56395,La3AlC,5,CaTiO3,Pm-3m,0.047946007,140.322
0,-0.508229178,56400,Dy3InC,5,CaTiO3,Pm-3m,0,119.414
0,-0.293164367,56402,La3TlC,5,CaTiO3,Pm-3m,0,143.715
0,-1.653460641,415804,Eu3InO,5,CaTiO3,Pm-3m,0,122.725
4.72,-2.493085545,158390,BaCO3,5,,R3m,0.022634495,74.6446
0,-0.430979322,56409,La3PbC,5,CaTiO3,Pm-3m,0,143.478
0,1.374393975,33662,CdCO3,5,CaCO3(hR10),R-3m,2.972062252,60.6986
3.518,-0.932790604,33663,KBrO3,5,FeBiO3,R3m,0,81.1973
0,0.844789371,106351,Ca3PbN,5,CaTiO3,Pm-3m,1.65184928,200.254
2.939,-2.677711354,39607,ZrPbO3,5,BaTiO3(orh),Amm2,0.030651823,73.3316
0,1.112333627,76398,Nd3SnN,5,CaTiO3,Pm-3m,2.089477803,195.115
0,-1.018715914,98503,Gd3InN,5,CaTiO3,Pm-3m,0,115.438
0,-0.615711081,600943,EuNiGe3,5,BaNiSn3,I4mm,0,92.4007
0,-0.11773813,33664,NaIO3,5,,Cmmm,1.095698493,76.0536
0,1.300218767,76400,Nd3TlN,5,CaTiO3,Pm-3m,2.097649778,196.035
3.244,-2.918856964,22310,LiUO3,5,,R-3m,0.227490263,78.4985
0,2.001990858,77237,Tb3PbC,5,CaTiO3,Pm-3m,2.116764212,184.313
0,-0.430176099,42929,Ti3InN,5,CaTiO3,Pmmm,0.518847484,99.8436
1.126,-1.671258113,817,RbMnCl3,30,BaFeO2+x,P1,0.018561024,759.782
0.775,-1.932430329,922,BaCoO3,10,BaNiO3,Cmcm,0.023645797,125.781
3.175,-2.914970365,980,NaTaO3,20,GdFeO3,Pnma,0.016551054,227.54
4.008,-3.478101304,1523,SrZrO3,20,NaTaO3,Cmcm,0.023430523,273.21
0,-0.301881896,56408,Y3PbC,5,CaTiO3,Pm-3m,0.158841215,151.668
1.373,-1.296209335,2439,ZrPbS3,20,NH4CdCl3/Sn2S3,Pnma,0.003263809,487.322
0,-0.852438394,98495,Pr3InN,5,CaTiO3,Pm-3m,0,141.086
0.853,-2.704682146,4054,KMnF3,20,,P4/mbm,0.115777014,253.481
1.525,-1.170087344,162264,FeBiO3,5,,R3,0.398977592,108.848
0,-1.262713637,15523,RbCuCl3,20,RbCrCl3(LT),C2,0.075757198,461.739
0,-3.024255735,15882,LuMnO3,30,LuMnO3,Cmc21,0.069803342,350.973
3.177,-2.913875539,16687,NaTaO3,20,ScYS3,Pna21,0.01764588,227.199
5.583,-2.498269191,18139,NaPO3,60,,Pnma,0.04638155,698.942
3.335,-2.309373394,20556,NaVO3,20,NaKV2O6,C2/c,0.165604449,243.252
1.908,-2.670060268,22065,NaNbO3,20,NaTaO3,Cmcm,0.0354963,232.41
1.155,-2.74369329,23822,YFeO3,20,ScYS3,Pnma,0.014128235,220.621
0,-2.310442914,24875,NdNiO3,20,GdFeO3,Pnma,0.059666421,214.435
1.619,-0.425696379,26638,AgNO3,40,AgNO3,Pbca,0.117178973,414.755
0.526,-2.41638745,28921,LaCoO3,5,CaTiO3,Pm-3m,0.091582388,53.5525
2.796,-2.477413571,31338,CaGeO3,20,GdFeO3,Pnma,0.043860926,204.595
0,-0.176620372,107021,La3InB,5,CaTiO3,Pm-3m,0.202301276,151.583
3.414,-1.205243272,35102,RbNO3,45,RbNO3,P31,0.075577683,589.325
0.768,-2.411947075,35218,CaMnO3,20,GdFeO3,Pnma,0.031607141,204.794
3.476,-1.222837471,38068,CsNO3,45,RbNO3,P31,0.065598312,666.592
2.613,-2.660753695,39624,NaNbO3,20,NaNbO3(oP20),Pmc21,0.044802873,226.786
1.717,-0.373672124,40757,PPbSe3,20,PbPS3,Pc,0.000680911,539.96
0,0.047350109,66356,InSiTe3,5,,P1,0.263739977,181.494
1.732,-3.277744409,55221,BaTiO3,30,,C2221,0.009803955,390.525
2.2,-2.429666032,62150,TiCdO3,20,GdFeO3,Pnma,0.051562952,217.702
2.229,-0.798115083,62929,InGaS3,30,Al2S3,P61,0,711.073
1.386,-0.572131448,62930,InGaSe3,30,Al2S3,P61,0,822.881
1.117,-3.232036375,63520,LaVO3,20,GdFeO3,P-1,0.016100176,239.804
1.357,-0.310583907,64659,SnPSe3,20,Sn2P2Se6,P21/c,0.000791502,520.255
0,-0.519944707,68091,LiBPt3,15,,Amm2,0,210.811
0.977,-0.199040002,71309,CuSe3Br,20,,Pnc2,0.036990217,495.17
0,1.971962854,77042,Tb3InC,5,CaTiO3,Pm-3m,2.052152936,175.787
0,-1.834730094,77142,SrCoO3,5,CaTiO3,Pm-3m,0.107755109,54.0472
0,-1.999680335,84652,BaRuO3,20,BaMnO3,Cmcm,0.023567999,265.587
0,1.62989846,76996,Gd3PbC,5,CaTiO3,P4/mmm,2.008532802,206.609
0.56,-2.402742389,88042,HoNiO3,20,Ba2LaRuO6,P21/c,0.065514168,203.268
4.578,-3.711779199,89455,LaYO3,20,ScYS3,Pna21,0.04858705,298.28
0,-2.196564135,92330,CaFeO3,20,GdFeO3,P21/c,0,209.609
0,-2.195520586,92336,CaFeO3,20,Ba2LaRuO6,P21/c,0.001043549,209.209
0,-0.843244838,93507,TlNiO3,20,GdFeO3,Pnma,0.142205419,209.626
1.459,-3.237307127,95578,YVO3,20,,P21/c,0.012845065,224.142
5.498,-3.357405805,100015,YBO3,30,,Pm,0.009892005,319.477
0,2.331489054,106306,Mn3InC,5,CaTiO3,Pm-3m,2.404375232,126.329
1.085,-2.379976126,157935,SrMnO3,20,BaMnO3,P63/mmc,0.028877586,227.2
0,-2.869490813,161926,NdMnO3,20,LaVO3,P21/c,0.053964934,232.919
0.546,-2.395836799,162113,DyNiO3,20,Ba2LaRuO6,P21/c,0.063804281,205.023
0,-2.985854128,162199,HoMnO3,30,LuMnO3,Cmc21,0.064455707,364.566
1.151,-1.540895811,164223,FeBiO3,30,,C2/m,0.028169126,365.974
1.845,-3.278099803,164386,BaTiO3,30,BaFeO2+x,P1,0.009448561,390.686
4.168,-3.640071514,164622,SrHfO3,20,NaTaO3,Cmcm,0.012914184,267.205
1.091,-3.144562024,165721,CeVO3,20,GdFeO3,Pnma,0.014436934,241.142
2.953,-2.361291627,170703,CdSiO3,60,CaSiO3,P21/c,0.018388984,738.328
2.575,-2.586931977,171385,ScBiO3,20,BiMnO3,Cc,0.053776647,261.586
2.752,-1.608071905,171756,InBiO3,20,ScYS3,Pna21,0.050966641,270.514
5.559,-2.50130201,174021,NaPO3,30,CaSiO3(HP),P-1,0.043348731,339.174
5.332,-2.597033427,201316,CsEuCl3,5,PbTiO3,P4mm,0.005834652,169.455
4.334,-3.043084202,240446,CaSiO3,20,CaSiO3(cI40),Im-3,0.249017374,178.764
0,-1.981355313,246019,BaRuO3,30,BaFeO2+x,Amm2,0.041893021,392.709
0,-1.545893899,246351,MnPbO3,30,SrIrO3,C2/c,0.091959409,350.397
0,-2.48154611,247225,LaCoO3,10,,C2/c,0.026423728,110.876
2.328,-2.669802674,247315,NaNbO3,20,GdFeO3,Pnma,0.035753894,229.875
2.655,-2.671260275,247316,NaNbO3,20,ScYS3,Pna21,0.034296293,229.959
2.497,-2.671659106,247317,NaNbO3,20,,Pmn21,0.033897462,230.13
0,-1.707089698,247326,MnBiO3,20,BiMnO3,Cc,0.04378437,238.064
0,-2.996219888,280583,ErMnO3,30,LuMnO3,Cmc21,0.065343961,360.681
4.294,-2.472697374,280991,CaCO3,20,,P-1,0.057083525,206.513
1.358,-0.311375409,403097,SnPSe3,20,,Pc,0,521.193
0.817,-2.286514842,410391,RbNiF3,30,BaFeO2+x,P1,0.080880824,371.273
0.91,-2.262225894,410392,CsNiF3,30,BaFeO2+x,C2,0.11422707,406.194
2.834,-1.911850195,412071,NbCl3O,20,,P-421m,0.019039416,460.233
3.163,-1.409818603,412763,EuPS3,20,Sn2P2Se6,P21/c,0.001186536,451.499
,-2.185279767,4320,BaTeO3,10,KClO3,P21/m,0,184.818
,-1.587593243,2225,RbCrCl3,10,S2NAsF6,C2/m,0.058398554,271.767
1.924,-2.379004907,10331,BaMnO3,10,BaNiO3,P63/mmc,0.000976974,136.679
0,-1.301653839,2064,CsCuCl3,10,CsCrBr3,Cmc21,0.062353881,269.875
,-1.050646554,1724,KClO3,10,KClO3,P21/m,0.015570477,165.294
,-2.737226545,284,MgVO3,10,,Cmc21,0,139.392
3.692,-1.240016742,9508,LiIO3,10,LiIO3,P63,0.006315359,128.402
2.981,-1.477232103,1343,CsCdBr3,10,BaNiO3,P63/mmc,0,361.746
,-2.59959696,9805,TiFeO3,10,FeTiO3,R-3,0.002923766,104.77
2.345,-1.616921394,2552,NaMnCl3,10,FeTiO3,R-3,0.007321451,231.929
1.048,-1.386537889,15010,RbNiCl3,10,BaNiO3,P63/mmc,0.000298631,248.957
1.075,-1.0191808,10042,CsMnI3,10,BaNiO3,Cmcm,0.00158848,416.113
1.314,-1.448472904,2782,CsMnBr3,10,BaNiO3,P63/mmc,0,337.948
0,-1.819555729,14175,BaTiS3,10,BaNiO3,Cmcm,0.013596869,231.837
0,-1.330417198,2590,CsCrBr3,10,CsCrBr3,P63mc,0.050905677,323.386
,-1.83087615,2239,ScUS3,10,ScUS3,Cmcm,0.03877482,205.773
2.69,-2.467319615,15988,TiNiO3,10,FeTiO3,R-3,0,100.333
,-1.814719688,19046,VCuO3,10,FeTiO3,R-3,0.033502371,99.2788
0,-1.423685434,16834,CuGeO3,10,,Pmma,0.043264359,117.728
0,-1.610259743,10206,CsCrCl3,10,CsCrBr3,P63mc,0.06358541,282.73
,-1.272419015,26161,CsAuCl3,10,Cs2Au2Cl6,I4/mmm,0,310.209
0,-1.819541296,18201,BaTiS3,10,CsCrBr3,P63/mmc,0.013611302,231.758
3.848,-1.544416094,12149,RbGeCl3,10,KClO3,P21/m,0,318.193
0,-1.194400218,10486,BaVSe3,10,BaNiO3,Cmcm,0.04597298,252.771
1.734,-2.679152838,23563,NaNbO3,10,NaNbO3(tP10),P4/mbm,0.02640373,120.468
1.471,-1.73757102,175,BaNiO3,10,BaNiO3,P63/mmc,0.030112287,129.655
3.129,-1.247525025,16339,CsNO3,10,RbNO3(oP10),Pmmn,0.040910758,153.688
0,-1.517435678,15537,BaVS3,10,BaNiO3,P63/mmc,0.070186165,222.91
1.796,-2.37717721,23873,BaMnO3,10,CsCrBr3,P63/mmc,0.002804671,136.168
3.624,-1.933853333,28556,MnCO3,10,CaCO3(hR10),R-3c,0,102.029
,-3.405627202,16525,LuBO3,10,CaCO3(hR10),R-3c,0.010666468,110.4
0,-1.660359509,16083,BaTaS3,10,BaNiO3,Cmcm,0,237.855
3.271,-3.146347227,28528,LiUO3,10,LiNbO3,R3c,0,127.823
,-1.680864744,30971,CdGeO3,10,FeTiO3,R-3,0.022190211,114.29
1.586,-1.596229537,31853,MnNiO3,10,FeTiO3,R-3,0,95.1922
5.336,-2.185404966,22086,CsMgCl3,10,BaNiO3,Cmcm,0.002277838,286.772
,-1.45113155,27553,NaBiO3,10,FeTiO3,R-3,0.003718478,141.871
0,-2.199730069,10474,CsScCl3,10,BaNiO3,Cmcm,0.016401675,289.981
3.164,-2.542732233,2373,CaSnO3,10,FeTiO3,R-3,0.003133677,133.471
4.604,-3.511065587,10333,NdAlO3,10,NdAlO3,R-3c,0.001523418,105.945
0,-2.070104606,1430,BaBiO3,10,BaBiO3(mS20),C2/m,0.000794689,165.976
,-2.037845933,19005,TiHgO3,10,LiNbO3,R-3c,0.091865161,115.142
,-0.933239108,33277,CsPS3,10,K2PS6,Immm,0.000953415,315.583
1.081,-2.024396362,29203,MnSnO3,10,FeTiO3,R-3,0.001928913,121.331
0,-1.203831127,24515,CsAuCl3,10,K2NaAlF6,Fm-3m,0.068587888,279.15
,-0.691239305,9933,YSi3Ni,10,YNiSi3,Amm2,0,163.846
1.476,-1.736809611,15761,BaNiO3,10,CsCrBr3,P63mc,0.030873696,129.484
2.505,-2.926926623,23322,NaTaO3,10,NaNbO3(tP10),P4/mbm,0.004594796,119.341
,-2.966156509,9537,LiTaO3,10,LiNbO3,R3c,0,105.118
1.831,-0.88564703,33278,KPS3,10,K2PS6,Immm,0.000367613,265.714
3.123,-1.889054283,33546,KSbO3,10,,R-3,0.00388674,152.39
,-2.967891611,31176,MgSiO3,10,FeTiO3,R-3,0.109242351,87.3792
1.423,-0.377830806,30531,AgPS3,10,,C2/m,0.015934144,221.149
,-2.476797882,15927,MgVO3,10,,Cmmm,0.260428663,139.293
,-1.9703572,30339,InGaO3,10,Be3N2,P63/mmc,0.002732208,116.052
4.333,-3.348946315,15383,LaBO3,10,KClO3,P21/m,0.008424716,126.104
0,-1.598532917,41320,CsTiBr3,10,BaNiO3,Cmcm,0.012844919,325.091
,-1.015059147,29521,Zr3AlN,10,,Cmcm,0,175.728
,-1.597668277,20181,CdCO3,10,CaCO3(hR10),R-3c,0,114.205
,-2.166940891,34474,FeBO3,10,CaCO3(hR10),R-3c,0,89.2904
,-2.953678584,30538,AlBO3,10,CaCO3(hR10),R-3c,0.02881593,78.8533
3.222,-1.251833014,33661,LiNO3,10,CaCO3(hR10),R-3c,0,91.0471
2.054,-2.249151374,40831,TaAgO3,10,NdAlO3,R-3c,0.021500678,121.643
0,-1.611108597,36132,CsCrCl3,10,BaNiO3,P63/mmc,0.062736556,283.838
,-0.624875826,41832,ScSi3Ni,10,YNiSi3,Amm2,0,151.831
2.199,-2.83747928,44407,TiMnO3,10,FeTiO3,R-3,0,108.716
2.053,-2.249527602,40830,TaAgO3,10,LiNbO3,R3c,0.02112445,121.803
,-3.273102919,65010,ScBO3,10,CaCO3(hR10),R-3c,0,99.6798
,-3.471720056,27100,YAlO3,10,Be3N2,P63/mmc,0.10489235,118.396
0,-2.920832122,55953,LaMnO3,10,NdAlO3,R-3c,0.048678841,119.97
,-2.588844861,43311,CrBO3,10,CaCO3(hR10),R-3c,0.002725915,87.4269
,-1.929042353,35012,LiReO3,10,LiNbO3,R3c,0.058950842,100.141
2.777,-1.239601171,61009,CsIO3,10,,Pm,0,197.363
0,-0.600860071,60645,SmNiGe3,10,NiSmGe3,Cmmm,0,186.443
0.211,-1.617929023,41802,CsCrCl3,10,S2NAsF6,C2/m,0.05591613,285.106
3.496,-3.175515829,55285,MgTiO3,10,FeTiO3,R-3,0.012683224,101.958
0,-2.310481748,69186,PrNiO3,10,NdAlO3,R-3c,0.04203795,110.846
0,-1.311502926,66067,CsAgCl3,10,Cs2Au2Cl6,I4/mmm,0,285.974
0,-2.94022458,73361,YMnO3,10,Be3N2,P63/mmc,0.018994461,126.756
4.642,-0.246359945,62109,GeH3Cl,10,,Cmc21,0.06359826,159
1.888,-0.627911565,61393,CdPS3,10,FePS3,C2/m,0.005081765,226.998
0,-0.463557336,16252,FePS3,10,FePS3,C2/m,0.132977764,197.175
0.714,-1.08030118,69995,CsSnI3,10,,P4/mbm,0.002622523,488.472
0,-1.941582981,25524,CaIrO3,10,CaIrO3,Cmcm,0,113.068
0,-0.257675556,66513,TaFeTe3,10,Nb2Se3,P21/m,0.021492416,260.958
3.162,-2.300024174,75254,InBO3,10,CaCO3(hR10),R-3c,0,105.035
0,-1.910981087,67671,MnInO3,10,,P63/mmc,0.029667522,118.005
0.173,-0.608871368,61391,MnPS3,10,FePS3,C2/m,0.0086854,210.923
0.715,-0.828365831,59269,CsAuI3,10,Cs2Au2Cl6,I4/mmm,0,427.034
1.739,-0.788069127,62340,InGaS3,10,,Cmc21,0.010045956,230.351
0,-0.552251714,68001,UReB3,10,,P63/mmc,0,113.462
0,-2.236205108,73554,LaCuO3,10,NdAlO3,R-3c,0.06288047,113.522
3.575,-1.553628394,61067,NiCO3,10,CaCO3(hR10),R-3c,0,88.4654
1.87,-3.35098647,56718,SrTiO3,10,Cr3AsN,I4/mcm,0.002863477,119.743
2.955,-2.589061155,22382,TiZnO3,10,FeTiO3,R-3,0.02630861,103.74
0,-0.64122606,65932,ErB3Mo,10,,P21/m,0,113.709
1.084,-1.416590538,59371,CsNiCl3,10,BaNiO3,Cmcm,0.002036466,266.563
2.64,-2.702263875,90743,LiNbO3,10,LiNbO3,R-3c,0.035169301,106.795
0,-0.840286315,74442,TaAgS3,10,CaIrO3,Cmc21,0.0294542,188.207
1.892,-0.627099274,80875,CdPS3,10,FePSe3,R3,0.005894056,225.528
2.017,-2.023967605,73243,MnGeO3,10,FeTiO3,R-3,0.016734634,105.143
3.462,-2.764887139,93438,CsPbF3,10,LiNbO3,R3c,0,211.083
3.459,-2.737433176,28294,LiNbO3,10,LiNbO3,R3c,0,106.407
0,-0.69103467,87827,YSi3Ni,10,NiSmGe3,Cmmm,0.000204635,163.305
0,-2.048579371,68714,BaBiO3,10,K2NaAlF6,Fm-3m,0.022319924,167.711
3.94,-2.401230873,91897,BaCO3,10,,P63/mmc,0.114489167,136.675
4.233,-1.858037539,87260,CsMgBr3,10,BaNiO3,Cmcm,0.002349372,332.037
2.988,-1.917702998,78011,NaSbO3,10,FePSe3,R-3,0.004535051,128.297
1.497,-0.841443112,78365,Cs3AuO,10,BaNiO3,Cmcm,0,382.963
0,-2.062501685,89669,CuSiO3,10,CuGeO3,Pmma,0.114245646,112.777
0,-0.840221673,73804,TaAgS3,10,ScUS3,Cmcm,0.029518842,187.698
3.434,-1.605189093,30993,PbSO3,10,KClO3,P21/m,0.057747187,145.432
2.077,-3.156444749,91271,LaCrO3,10,NdAlO3,R-3c,0.011647114,118.688
0,-0.293190233,25751,Cr3GeN,10,,P-421m,0.024485766,111.626
0.998,-0.501793655,84002,CsAuSe3,10,,C2/c,0,324.795
0,-0.581766426,60646,YNiGe3,10,NiSmGe3,Cmmm,0,182.369
1.501,-2.574619157,79278,TiFeO3,10,LiNbO3,R3c,0.027901569,104.528
2.398,-1.544800776,77329,TlSbO3,10,,R-3,0,174.039
0,-0.678446336,87826,SmSi3Ni,10,NiSmGe3,Cmmm,0,169.002
4.63,-3.261261451,99690,CeBO3,10,KClO3,P21/m,0.012511068,125.504
0.913,-1.741118804,71010,InFeO3,10,Be3N2,P63/mmc,0.00578755,119.009
3.957,-3.637070885,161595,SrHfO3,10,,P4/mbm,0.015914813,135.268
0,-0.456058542,158976,LaCrGe3,10,BaNiO3,P63/mmc,0,191.769
0.37,-2.070899295,151895,BaBiO3,10,Cr2S3(hR10),R-3,0,166.898
0,-2.9207378,150258,LaMnO3,10,Sr2CoRuO6,C2/c,0.048773163,120.032
0.812,-0.859266839,152054,Ba3SbN,10,BaNiO3,P63/mmc,0,335.793
0,-1.531982471,100678,FeCO3,10,CaCO3(hR10),R-3c,0.04977662,95.9398
0.622,-1.093928718,170696,CsAuBr3,10,Cs2Au2Cl6,I4/mmm,0,347.455
4.125,-3.645995787,161597,SrHfO3,10,BaPbO3,Imma,0.006989911,134.645
4.446,-3.497488208,165840,PrAlO3,10,NdAlO3,R-3c,0.002088753,107.172
0.601,-0.784633471,170791,RbAuI3,10,,C2/m,0,417.431
4.069,-3.557927268,164506,LaAlO3,10,NdAlO3,R-3c,0.003235281,108.26
2.115,-2.487337742,153531,SrSnO3,10,BaPbO3,Imma,0.00781235,133.763
1.97,-2.482656214,153532,SrSnO3,10,Cr3AsN,I4/mcm,0.012493878,133.89
0,-1.157193313,154258,CsTiI3,10,BaNiO3,Cmcm,0.007354685,415.528
0,-0.683698402,171189,ErSi3Ni,10,NiSmGe3,Cmmm,0,160.997
2.981,-2.329149115,171708,AlBiO3,10,LiNbO3,R3c,0.059136385,110.279
3.454,-3.475042609,166284,CeAlO3,10,Cr3AsN,I4/mcm,0.003980105,108.146
2.021,-3.352467665,182248,SrTiO3,10,,Ima2,0.001382282,119.622
4.383,-3.053929521,240414,CaSiO3,10,Cr3AsN,I4/mcm,0.238172055,90.8305
0,-0.281918275,245652,Ba3LiN,10,BaNiO3,Cmcm,0.020078885,403.923
1.787,-1.726084487,82242,VHgO3,10,,P-1,0,143.324
0,-0.598689111,160384,PrNiGe3,10,NiSmGe3,Cmmm,0,192.141
0.647,-1.884513431,249620,PrLuSe3,10,ScUS3,Cmcm,0,263.773
0,-0.848212068,89432,AgBiO3,10,FeTiO3,R-3,0.050850021,147.162
1.372,-2.344359103,164934,TaCuO3,10,LiNbO3,R3c,0.0614861,109.952
3.768,-3.476975355,245562,CeAlO3,10,BaPbO3,Imma,0.002047359,108.412
0,-0.56728687,164891,LaVGe3,10,BaNiO3,P63/mmc,0,194.017
4.354,-3.054429462,240422,CaSiO3,10,BaPbO3,Imma,0.237672114,90.8285
3.475,-3.473102677,245564,CeAlO3,10,NdAlO3,R-3c,0.005920037,108.34
3.958,-3.557003681,180415,LaAlO3,10,,C2/c,0.004158868,107.863
0,-1.940897533,159031,CaIrO3,10,CaIrO3,Cmc21,0.000685448,112.841
3.675,-3.556404264,180418,LaAlO3,10,,Fmmm,0.004758285,107.752
1.273,-1.700589313,181930,CdSnO3,10,FeTiO3,R-3,0.003729707,130.787
1.492,-1.185961532,411230,HgAsO3,10,,P-31m,0,158.354
3.008,-1.476152948,281176,CsCdBr3,10,CsCrBr3,P63mc,0.001079155,358.599
0.66,-1.879734482,249621,NdLuSe3,10,ScUS3,Cmcm,0,261.322
3.963,-3.557364364,180417,LaAlO3,10,BaPbO3,Imma,0.003798185,107.945
3.976,-3.557559514,180175,LaAlO3,10,LiNbO3,R-3c,0.003603035,108.226
0,-2.60909596,174206,SrMoO3,10,Cr3AsN,I4/mcm,0.028132,126.183
0,-0.727721843,154047,LaTiGe3,10,BaNiO3,P63/mmc,0,204.702
2.26,-3.346389973,162919,CaTiO3,10,Cr3AsN,I4/mcm,0.020927286,112.808
3.585,-3.556821058,180416,LaAlO3,10,Cr3AsN,I4/mcm,0.004341491,107.875
0,-2.60896425,174205,SrMoO3,10,BaPbO3,Imma,0.02826371,126.045
3.942,-1.819567234,202862,LiAsO3,10,FeTiO3,R-3,0.00456876,94.3175
0,-2.824124132,402039,TiBO3,10,CaCO3(hR10),R-3c,0.048636433,92.9324
0,-1.225467324,174041,CsFeBr3,10,BaNiO3,P21/m,0.000853039,318.094
1.759,-1.952871636,246425,CrBiO3,10,LiNbO3,R3c,0.027075004,119.602
0,-0.499254713,164894,NdVGe3,10,BaNiO3,Cmcm,0,190.985
0,-1.507640184,300249,CsFeCl3,10,BaNiO3,Cmcm,0.005055298,272.086
0.215,-1.265850795,245292,AgSbO3,10,FePSe3,R-3,0.016546385,137.74
0,-0.387372321,158977,CeCrGe3,10,BaNiO3,P21/m,0.027387247,196.646
0,-1.941993096,164774,CaRhO3,10,CaIrO3,Cmcm,0,111.301
1.871,-0.903968967,416176,RbPS3,10,,Immm,0.002263042,284.459
0,-2.75019053,411805,YbBO3,10,CaCO3(hR10),R-3c,0.161564767,117.222
0,-0.38241237,158980,SmCrGe3,10,BaNiO3,Cmcm,0.049207551,185.979
0,-0.504134006,609887,V3AsC,10,,Cmcm,0.005512954,121.087
0,-1.327586729,261371,NaIrO3,10,CaIrO3,Cmcm,0.004380413,111.702
0,-0.739547828,618621,V3PC,10,,Cmcm,0,112.868
0,-0.295438809,617527,Cr3PC,10,,Cmcm,0.040970551,105.696
0,-0.388469416,158978,PrCrGe3,10,BaNiO3,Cmcm,0.044539083,190.023
1.778,-0.39554764,2564,HgPS3,10,,P-1,0.002188565,239.138
0.914,-2.25155922,621478,CeLuS3,10,,C2221,0,235.405
0,-2.325988314,8000,KCuF3,10,KCuF3(tI20),I4/mcm,0.005809402,124.865
0,-1.905562564,2062,YbNdS3,10,NdYbS3,C2221,0.2200212,242.195
0.516,-1.008352663,26453,CsVI3,10,BaNiO3,P63/mmc,0,412.451
0,-0.07816705,609880,Cr3AsC,10,,Cmcm,0.065512561,113.453
0,-1.007229838,20012,LiIO3,10,,C2,0.239102263,110.423
1.016,-1.21779938,418088,NbI3O,10,,C2,0,324.801
